Date,Mkt-RF,SMB,HML,RF
20230605,-0.26,-1.01,-0.75,0.02
20230606,0.46,2.13,1.35,0.02
20230607,-0.36,1.36,2.28,0.02
20230608,0.59,-0.49,-1.16,0.02
20230609,0.03,-0.71,-0.41,0.02
20230612,0.94,0.04,-1.41,0.02
20230613,0.74,0.59,0.06,0.02
20230614,-0.03,-0.9,-0.92,0.02
20230615,1.22,-0.37,0.09,0.02
20230616,-0.45,-0.55,0.22,0.02
20230620,-0.48,0.43,-0.69,0.02
20230621,-0.56,0.02,0.53,0.02
20230622,0.32,-0.67,-1.26,0.02
20230623,-0.84,-0.63,0.07,0.02
20230626,-0.48,-0.34,1.29,0.02
20230627,1.21,0.48,-0.51,0.02
20230628,0.03,0.55,-0.43,0.02
20230629,0.44,0.53,0.78,0.02
20230630,1.14,-0.64,-0.78,0.02
20230703,0.15,0.01,1.06,0.02
20230705,-0.29,-0.95,-0.26,0.02
20230706,-0.94,-0.51,-0.69,0.02
20230707,-0.13,1.06,1.21,0.02
20230710,0.36,1.28,-0.01,0.02
20230711,0.76,0.03,0.48,0.02
20230712,0.74,0.31,0.46,0.02
20230713,0.9,0.05,-0.1,0.02
20230714,-0.25,-0.3,-1.52,0.02
20230717,0.48,0.76,-0.27,0.02
20230718,0.78,0.21,1.08,0.02
20230719,0.25,-0.07,1.32,0.02
20230720,-0.81,-0.58,0.65,0.02
20230721,-0.05,-0.33,-0.36,0.02
20230724,0.31,-0.28,0.76,0.02
20230725,0.25,-0.05,-0.78,0.02
20230726,0.01,0.68,1.02,0.02
20230727,-0.74,-0.91,0.28,0.02
20230728,1.13,0.55,-0.34,0.02
20230731,0.25,1.08,-0.09,0.02
20230801,-0.34,-0.17,0.31,0.02
20230802,-1.49,-0.18,0.57,0.02
20230803,-0.19,-0.04,0.08,0.02
20230804,-0.48,0.03,0.76,0.02
20230807,0.77,-1.16,0.6,0.02
20230808,-0.47,0.04,0.15,0.02
20230809,-0.78,-0.07,-0.04,0.02
20230810,0.01,-0.32,-0.67,0.02
20230811,-0.11,0.12,0.45,0.02
20230814,0.51,-0.66,-0.77,0.02
20230815,-1.18,0.24,-1.03,0.02
20230816,-0.81,-0.4,-0.14,0.02
20230817,-0.87,-0.32,0.49,0.02
20230818,0.04,0.41,-0.22,0.02
20230821,0.64,-0.68,-0.59,0.02
20230822,-0.32,0.23,-1.04,0.02
20230823,1.08,-0.1,-0.12,0.02
20230824,-1.42,-0.19,0.61,0.02
20230825,0.65,-0.07,-0.57,0.02
20230828,0.63,-0.02,0.41,0.02
20230829,1.5,0.01,-0.12,0.02
20230830,0.41,0.24,-0.46,0.02
20230831,-0.08,-0.23,0.22,0.02
20230901,0.26,0.67,0.58,0.02
20230905,-0.54,-1.36,-0.87,0.02
20230906,-0.71,-0.01,-0.18,0.02
20230907,-0.4,-0.63,0.02,0.02
20230908,0.12,-0.62,0.4,0.02
20230911,0.66,-0.26,-0.52,0.02
20230912,-0.59,-0.25,1.01,0.02
20230913,0.03,-0.79,-0.2,0.02
20230914,0.83,0.22,0.86,0.02
20230915,-1.21,0.15,0.25,0.02
20230918,-0.04,-0.83,-0.18,0.02
20230919,-0.26,-0.12,0,0.02
20230920,-0.95,-0.1,0.26,0.02
20230921,-1.68,0.19,0.38,0.02
20230922,-0.25,0.01,-0.5,0.02
20230925,0.39,-0.11,0.33,0.02
20230926,-1.46,0.4,-0.5,0.02
20230927,0.13,0.69,0.1,0.02
20230928,0.65,0.16,0.03,0.02
20230929,-0.27,-0.04,0.32,0.02
20231002,-0.14,-0.92,-1.05,0.02
20231003,-1.49,-0.33,-0.14,0.02
20231004,0.77,-0.27,-0.37,0.02
20231005,-0.15,0.31,0.1,0.02
20231006,1.21,-0.3,-0.56,0.02
20231009,0.59,-0.31,0.25,0.02
20231010,0.6,0.16,0.63,0.02
20231011,0.33,-0.67,0.38,0.02
20231012,-0.81,-1.47,0.11,0.02
20231013,-0.59,-0.46,0.06,0.02
20231016,1.13,0.61,-0.1,0.02
20231017,0.09,0.87,0.7,0.02
20231018,-1.46,-0.63,-0.18,0.02
20231019,-0.92,-0.5,-0.22,0.02
20231020,-1.32,0.06,-0.15,0.02
20231023,-0.23,-0.26,-0.78,0.02
20231024,0.74,0.25,-0.58,0.02
20231025,-1.57,-0.31,0.85,0.02
20231026,-1.15,0.85,1.68,0.02
20231027,-0.52,-0.35,-0.59,0.02
20231030,1.15,-0.38,0.29,0.02
20231031,0.63,0.05,-0.06,0.02
20231101,0.93,-0.63,-0.02,0.02
20231102,1.94,0.47,1.63,0.02
20231103,1.1,1.61,0.61,0.02
20231106,0.01,-1.07,-0.64,0.02
20231107,0.35,-0.01,-1.22,0.02
20231108,-0.03,-0.82,-0.46,0.02
20231109,-0.89,-1.08,0.49,0.02
20231110,1.49,-0.58,-0.44,0.02
20231113,-0.05,0.15,-0.26,0.02
20231114,2.18,2.99,1.19,0.02
20231115,0.18,-0.05,0.49,0.02
20231116,-0.11,-1.4,-0.3,0.02
20231117,0.25,0.99,0.63,0.02
20231120,0.73,0,-0.29,0.02
20231121,-0.32,-0.8,-0.61,0.02
20231122,0.47,0.21,-0.04,0.02
20231124,0.11,0.59,0.18,0.02
20231127,-0.23,-0.11,-0.09,0.02
20231128,0.05,-0.29,0.04,0.02
20231129,0.01,0.43,0.69,0.02
20231130,0.35,-0.46,0.01,0.02
20231201,0.81,2.06,1.07,0.02
20231204,-0.44,1.41,0.51,0.02
20231205,-0.21,-0.83,-0.83,0.02
20231206,-0.4,0.3,0.32,0.02
20231207,0.81,0.06,0.47,0.02
20231208,0.44,0.01,0.52,0.02
20231211,0.36,-0.39,-0.12,0.02
20231212,0.34,-0.43,-0.88,0.02
20231213,1.54,1.72,1.35,0.02
20231214,0.5,1.11,2.03,0.02
20231215,-0.06,-0.4,-0.57,0.02
20231218,0.42,-0.4,-0.36,0.02
20231219,0.71,1.36,0.69,0.02
20231220,-1.55,-0.37,0.13,0.02
20231221,1.09,0.74,-0.04,0.02
20231222,0.2,0.64,0.1,0.02
20231226,0.48,0.7,0.44,0.02
20231227,0.16,0.13,0.11,0.02
20231228,-0.01,-0.36,0.03,0.02
20231229,-0.43,-1.12,-0.37,0.02
20240102,-0.7,-0.55,0.78,0.02
20240103,-1.01,-1.94,-0.11,0.02
20240104,-0.33,0.21,0.09,0.02
20240105,0.15,-0.81,0.63,0.02
20240108,1.49,0.9,-1.27,0.02
20240109,-0.21,-0.44,-0.89,0.02
20240110,0.51,-0.1,-0.44,0.02
20240111,-0.14,-0.45,-0.52,0.02
20240112,-0.01,-0.11,-0.49,0.02
20240116,-0.47,-0.76,-0.61,0.02
20240117,-0.59,-0.08,-0.25,0.02
20240118,0.87,-0.1,-0.35,0.02
20240119,1.19,-0.47,0.67,0.02
20240122,0.38,1.73,0.58,0.02
20240123,0.22,-0.66,-0.55,0.02
20240124,-0.01,-0.74,0.05,0.02
20240125,0.46,0.04,0.57,0.02
20240126,-0.02,0.41,-0.27,0.02
20240129,0.85,1.07,-0.59,0.02
20240130,-0.12,-1.27,0.85,0.02
20240131,-1.74,-0.92,-0.29,0.02
20240201,1.22,0.64,-1.35,0.02
20240202,0.99,-1.43,-0.51,0.02
20240205,-0.41,-0.73,-0.66,0.02
20240206,0.27,0.85,-0.47,0.02
20240207,0.77,-0.9,-0.61,0.02
20240208,0.21,1.49,0.01,0.02
20240209,0.65,1,-0.42,0.02
20240212,0.04,1.29,1.11,0.02
20240213,-1.6,-2.4,-0.65,0.02
20240214,1.14,1.57,-0.22,0.02
20240215,0.67,0.84,1.04,0.02
20240216,-0.53,-0.66,-0.17,0.02
20240220,-0.73,-0.86,0.33,0.02
20240221,-0.02,-0.82,0.14,0.02
20240222,2.02,-1.2,-1.29,0.02
20240223,0.02,0.28,0,0.02
20240226,-0.26,1.01,-0.12,0.02
20240227,0.26,1.2,-0.44,0.02
20240228,-0.26,-0.86,-0.01,0.02
20240229,0.53,-0.36,0.98,0.02
20240301,0.76,0.09,-0.55,0.02
20240304,-0.18,-0.79,0.34,0.02
20240305,-1.07,-0.32,1.17,0.02
20240306,0.53,-0.16,-0.03,0.02
20240307,1.02,-0.47,0.03,0.02
20240308,-0.66,0.5,0.57,0.02
20240311,-0.2,-0.71,0.4,0.02
20240312,1.04,-0.97,-0.69,0.02
20240313,-0.14,0.3,-0.02,0.02
20240314,-0.42,-1.31,-1.04,0.02
20240315,-0.58,0.75,0.79,0.02
20240318,0.53,-1.02,-0.25,0.02
20240319,0.54,0.53,-0.27,0.02
20240320,1.02,0.91,1.01,0.02
20240321,0.42,0.04,0.95,0.02
20240322,-0.23,-0.86,-0.53,0.02
20240325,-0.27,-0.24,0.86,0.02
20240326,-0.26,0.09,-0.13,0.02
20240327,0.88,1.04,0.91,0.02
20240328,0.11,0.29,0.48,0.02
20240401,-0.26,-0.9,-0.28,0.02
20240402,-0.85,-1.1,0.03,0.02
20240403,0.17,0.31,-0.03,0.02
20240404,-1.22,0.17,0.15,0.02
20240405,1.06,-0.32,-0.68,0.02
20240408,0.01,0.52,0.14,0.02
20240409,0.13,0.37,-0.32,0.02
20240410,-1,-1.37,-1.04,0.02
20240411,0.73,0.24,-0.62,0.02
20240412,-1.53,-0.33,0.11,0.02
20240415,-1.29,-0.47,0.76,0.02
20240416,-0.23,-0.03,-0.83,0.02
20240417,-0.64,-0.48,0.56,0.02
20240418,-0.27,-0.28,0.87,0.02
20240419,-0.82,0.82,1.9,0.02
20240422,0.87,-0.21,0.54,0.02
20240423,1.27,0.59,0,0.02
20240424,-0.01,-0.31,0.27,0.02
20240425,-0.47,-0.31,-0.2,0.02
20240426,1.03,0.46,-1.07,0.02
20240429,0.33,0.38,-0.48,0.02
20240430,-1.67,-0.19,-0.25,0.02
20240501,-0.27,1.09,0.03,0.02
20240502,1.01,0.72,-0.03,0.02
20240503,1.18,0.02,-0.19,0.02
20240506,1.08,0.02,-0.06,0.02
20240507,0.05,0.07,-0.6,0.02
20240508,-0.09,-0.54,0.58,0.02
20240509,0.52,0.42,0.37,0.02
20240510,0.09,-0.92,0.01,0.02
20240513,-0.04,0.24,-0.26,0.02
20240514,0.56,0.52,0.02,0.02
20240515,1.15,-0.35,-0.22,0.02
20240516,-0.25,-0.15,-0.01,0.02
20240517,0.11,-0.24,0.4,0.02
20240520,0.14,0.27,-0.88,0.02
20240521,0.16,-0.45,0.18,0.02
20240522,-0.35,-0.28,-0.37,0.02
20240523,-0.84,-0.59,-0.64,0.02
20240524,0.71,0.04,0.15,0.02
20240528,-0.04,0.29,-0.88,0.02
20240529,-0.77,-0.29,-0.62,0.02
20240530,-0.53,1.03,1,0.02
20240531,0.68,-0.36,0.78,0.02
20240603,0.05,-0.2,-0.57,0.02
20240604,-0.06,-0.99,-0.76,0.02
20240605,1.23,0.48,-0.61,0.02
20240606,-0.06,-0.45,-0.07,0.02
20240607,-0.23,-0.99,0.07,0.02
20240610,0.27,-0.12,-0.28,0.02
20240611,0.2,0.13,-1.06,0.02
20240612,0.94,0.84,0.09,0.02
20240613,0.05,-0.85,-0.63,0.02
20240614,-0.16,-1.29,-0.64,0.02
20240617,0.78,-0.41,0.52,0.02
20240618,0.2,-0.54,0.37,0.02
20240620,-0.3,-0.37,0.25,0.02
20240621,-0.13,0.58,-0.51,0.02
20240624,-0.26,0.25,1.09,0.02
20240625,0.31,-0.56,-1.21,0.02
20240626,0.16,0.1,-0.21,0.02
20240627,0.14,0.72,-0.39,0.02
20240628,-0.35,0.72,1.27,0.02
20240701,0.23,-1,-0.48,0.02
20240702,0.57,-0.54,0.4,0.02
20240703,0.48,-0.03,-0.69,0.02
20240705,0.48,-0.47,-1.43,0.02
20240708,0.1,0.62,-0.19,0.02
20240709,0,-0.6,0.5,0.02
20240710,0.97,-0.07,0.41,0.02
20240711,-0.6,3.61,1.76,0.02
20240712,0.58,0.72,-0.47,0.02
20240715,0.38,0.98,0.57,0.02
20240716,0.82,2.35,1.34,0.02
20240717,-1.49,-0.31,2.46,0.02
20240718,-0.95,-1.09,0.03,0.02
20240719,-0.68,0.17,-0.13,0.02
20240722,1.08,0.88,-0.55,0.02
20240723,-0.07,1.29,0.01,0.02
20240724,-2.4,-0.66,1.73,0.02
20240725,-0.3,1.46,0.67,0.02
20240726,1.1,0.53,-0.17,0.02
20240729,-0.02,-1,-0.48,0.02
20240730,-0.49,0.09,1.37,0.02
20240731,1.52,-0.34,-1.34,0.02
20240801,-1.61,-1.31,-0.65,0.02
20240802,-2.11,-1.01,-0.76,0.02
20240805,-3.02,-0.46,0.01,0.02
20240806,1,0.02,-0.57,0.02
20240807,-0.83,-0.77,0.72,0.02
20240808,2.38,0.43,-0.81,0.02
20240809,0.43,-0.76,-0.34,0.02
20240812,-0.08,-0.66,-0.59,0.02
20240813,1.69,0.58,-0.74,0.02
20240814,0.3,-1.14,0.25,0.02
20240815,1.77,1.28,-0.75,0.02
20240816,0.22,-0.03,0.77,0.02
20240819,0.98,0.46,-0.26,0.02
20240820,-0.31,-0.67,-0.65,0.02
20240821,0.51,1.02,-0.64,0.02
20240822,-0.96,-0.68,1.37,0.02
20240823,1.29,1.91,0.84,0.02
20240826,-0.34,0.1,0.19,0.02
20240827,0.05,-0.84,0.02,0.02
20240828,-0.66,-0.56,1.15,0.02
20240829,0.07,0.38,0.3,0.02
20240830,0.98,-0.56,0.05,0.02
20240903,-2.26,-1.25,1.38,0.02
20240904,-0.22,0.15,-0.58,0.02
20240905,-0.31,0.27,-0.69,0.02
20240906,-1.82,-0.21,0.18,0.02
20240909,1.09,-0.83,-0.73,0.02
20240910,0.4,0.15,-0.83,0.02
20240911,1.04,-0.03,-1.64,0.02
20240912,0.8,0.62,-0.52,0.02
20240913,0.7,1.9,0.02,0.02
20240916,0.16,-0.34,0.91,0.02
20240917,0.08,0.53,0.55,0.02
20240918,-0.25,0.13,0.27,0.02
20240919,1.77,0.48,-0.2,0.02
20240920,-0.26,-0.73,-0.63,0.02
20240923,0.21,-0.81,-0.11,0.02
20240924,0.24,0.1,-0.58,0.02
20240925,-0.29,-0.65,-0.7,0.02
20240926,0.43,0.18,0.43,0.02
20240927,-0.09,0.43,0.56,0.02
20240930,0.36,-0.12,0.15,0.02
20241001,-0.97,-0.9,-0.03,0.02
20241002,0,-0.2,-0.18,0.02
20241003,-0.23,-0.61,0.19,0.02
20241004,1.03,0.39,0.28,0.02
20241007,-0.97,-0.16,0.29,0.02
20241008,0.87,-0.29,-1.14,0.02
20241009,0.69,-0.46,0.18,0.02
20241010,-0.2,-0.33,0.09,0.02
20241011,0.75,1.07,0.76,0.02
20241014,0.7,-0.03,-0.32,0.02
20241015,-0.72,0.76,0.51,0.02
20241016,0.52,0.91,0.54,0.02
20241017,-0.05,-0.09,0.16,0.02
20241018,0.36,-0.19,-0.75,0.02
20241021,-0.29,-1.03,-1.2,0.02
20241022,-0.11,-0.32,0.57,0.02
20241023,-0.97,-0.38,1.09,0.02
20241024,0.29,0.15,-0.29,0.02
20241025,-0.08,-0.02,-0.82,0.02
20241028,0.38,1.13,0.63,0.02
20241029,0.15,0.14,-1.08,0.02
20241030,-0.32,-0.08,0.75,0.02
20241031,-1.8,-0.39,0.64,0.02
20241101,0.47,0.61,-1.07,0.02
20241104,-0.27,0.82,-0.55,0.02
20241105,1.3,0.82,-0.14,0.02
20241106,2.91,1.87,3.5,0.02
20241107,0.66,-0.19,-2.76,0.02
20241108,0.43,0.4,-0.51,0.02
20241111,0.32,0.91,0.84,0.02
20241112,-0.38,-1.23,0.14,0.02
20241113,-0.12,-1.05,0.18,0.02
20241114,-0.71,-0.83,0.71,0.02
20241115,-1.38,-0.87,1.65,0.02
20241118,0.41,-0.38,-0.03,0.02
20241119,0.49,0.78,-1.64,0.02
20241120,0.04,0,-0.11,0.02
20241121,0.65,0.8,0.29,0.02
20241122,0.53,1.26,0.42,0.02
20241125,0.41,1.09,0.23,0.02
20241126,0.42,-0.94,-0.67,0.02
20241127,-0.4,0.26,0.47,0.02
20241129,0.54,0.13,-0.64,0.02
20241202,0.23,0.47,-0.65,0.02
20241203,0.04,-0.57,-0.56,0.02
20241204,0.7,0.4,-1.26,0.02
20241205,-0.28,-1.12,0.48,0.02
20241206,0.35,0.62,-1.06,0.02
20241209,-0.73,0.41,0.13,0.02
20241210,-0.36,-0.03,0.14,0.02
20241211,0.87,0.17,-0.58,0.02
20241212,-0.62,-0.86,0.41,0.02
20241213,-0.05,-0.48,-0.3,0.02
20241216,0.46,0.75,-1.06,0.02
20241217,-0.49,-0.43,-0.56,0.02
20241218,-3.17,-1.43,0.09,0.02
20241219,-0.12,-0.28,-0.01,0.02
20241220,1.07,-0.15,0.07,0.02
20241223,0.61,-0.71,-0.2,0.02
20241224,1.11,-0.09,-0.06,0.02
20241226,0.01,1.04,-0.18,0.02
20241227,-1.17,-0.65,0.57,0.02
20241230,-1.09,0.13,0.74,0.02
20241231,-0.46,0.01,0.71,0.02
20250102,-0.16,0.1,-0.32,0.02
20250103,1.34,0.6,-0.94,0.02
20250106,0.55,-0.37,-0.33,0.02
20250107,-1.18,-0.37,0.84,0.02
20250108,0.1,-0.61,-0.12,0.02
20250110,-1.55,-0.9,-0.19,0.02
20250113,0.12,-0.57,1.2,0.02
20250114,0.17,0.35,1.65,0.02
20250115,1.91,0.25,0.09,0.02
20250116,-0.19,0,0.17,0.02
20250117,0.96,-0.54,0.09,0.02
20250121,0.96,1.15,-1.02,0.02
20250122,0.54,-0.45,-1.22,0.02
20250123,0.48,0.06,-0.26,0.02
20250124,-0.27,-0.15,0.68,0.02
20250127,-1.49,-0.64,2.52,0.02
20250128,0.92,0.18,-1.65,0.02
20250129,-0.42,-0.04,0.49,0.02
20250130,0.58,0.37,-0.02,0.02
20250131,-0.53,-0.28,-0.18,0.02
20250203,-0.82,-0.71,-0.25,0.02
20250204,0.77,1,-0.11,0.02
20250205,0.39,0.48,0.3,0.02
20250206,0.29,-0.56,0.6,0.02
20250207,-0.98,-0.39,-0.02,0.02
20250210,0.66,0.3,-1.1,0.02
20250211,-0.14,-0.69,1.3,0.02
20250212,-0.31,-0.49,-0.65,0.02
20250213,1.1,0.35,-0.17,0.02
20250214,0.02,-0.18,0.47,0.02
20250218,0.25,-0.13,0.28,0.02
20250219,0.09,-0.63,-0.07,0.02
20250220,-0.61,-0.48,-0.14,0.02
20250221,-1.9,-1.12,0.77,0.02
20250224,-0.57,-1,1.19,0.02
20250225,-0.58,-0.12,0.7,0.02
20250226,0.02,0.18,-0.33,0.02
20250227,-1.65,-0.95,2.13,0.02
20250228,1.59,-0.8,0.13,0.02
20250303,-1.92,-1.23,1.07,0.02
20250304,-1.27,0.96,-2.1,0.02
20250305,1.16,0.38,-0.83,0.02
20250306,-1.92,-0.11,0.92,0.02
20250307,0.47,-0.01,-0.33,0.02
20250310,-2.9,-0.76,0.72,0.02
20250311,-0.63,0.97,-0.13,0.02
20250312,0.51,-0.03,-0.33,0.02
20250313,-1.49,-1,1.42,0.02
20250314,2.21,0.31,0.08,0.02
20250317,0.72,0.19,0.14,0.02
20250318,-1.13,-0.29,1.03,0.02
20250319,1.2,0.53,-0.41,0.02
20250320,-0.24,-0.46,0.22,0.02
20250321,0.08,-0.25,-0.71,0.02
20250324,1.93,0.76,-0.42,0.02
20250325,0.12,-0.94,0.05,0.02
20250326,-1.22,-0.48,1.52,0.02
20250327,-0.42,0.19,0.3,0.02
20250328,-2.07,-0.48,0.4,0.02
20250331,0.39,-1.08,0.37,0.02
20250401,0.4,-0.38,0.03,0.02
20250402,0.81,0.82,-0.11,0.02
20250403,-5.13,-1.63,-0.5,0.02
20250404,-5.92,2.03,-0.24,0.02
20250407,-0.23,-0.58,-0.24,0.02
20250408,-1.67,-1.37,0.97,0.02
20250409,9.65,0.36,-3.06,0.02
20250410,-3.54,-0.91,-0.14,0.02
20250411,1.76,-0.21,-1.01,0.02
20250414,0.79,0.11,0.36,0.02
20250415,-0.14,0.16,0.45,0.02
20250416,-2.22,0.78,1.33,0.02
20250417,0.22,0.28,0.74,0.02
20250421,-2.4,0.04,0.69,0.02
20250422,2.56,0.08,0.24,0.02
20250423,1.75,0.21,-0.66,0.02
20250424,2.14,0.34,-0.94,0.02
20250425,0.64,-0.08,-1.15,0.02
20250428,0.08,0.22,0.14,0.02
20250429,0.58,0.01,-0.04,0.02
20250430,0.03,-0.73,-0.6,0.02
20250501,0.59,0.34,-0.29,0.02
20250502,1.56,0.7,0.29,0.02
20250505,-0.66,0.05,-0.5,0.02
20250506,-0.81,-0.59,0.61,0.02
20250507,0.4,-0.26,-0.04,0.02
20250508,0.74,1.57,-0.07,0.02
20250509,-0.09,-0.27,0.57,0.02
20250512,3.36,0.75,-1.42,0.02
20250513,0.79,-0.02,-0.16,0.02
20250514,0.08,-0.52,-0.87,0.02
20250515,0.3,0,0.44,0.02
20250516,0.74,0.05,-0.43,0.02
20250519,0.01,-0.41,-0.07,0.02
20250520,-0.37,0.44,-0.12,0.02
20250521,-1.73,-1.01,-0.3,0.02
20250522,-0.01,0.29,-0.42,0.02
20250523,-0.67,-0.07,0.39,0.02
20250527,2.07,0.59,-0.28,0.02
20250528,-0.62,-0.31,-0.23,0.02
20250529,0.33,-0.14,0.34,0.02
20250530,-0.02,-0.4,-0.21,0.02
20250602,0.38,-0.19,-0.64,0.02
20250603,0.66,1.05,-0.29,0.02
20250604,-0.02,0.28,-1.25,0.02
20250605,-0.51,0.37,0.1,0.02
20250606,1.07,0.55,0.06,0.02
20250609,0.11,0.53,-0.06,0.02
20250610,0.5,-0.12,0.3,0.02
20250611,-0.32,-0.23,0.2,0.02
20250612,0.3,-0.73,-0.01,0.02
20250613,-1.15,-1.11,0.15,0.02
20250616,0.97,0.56,-0.36,0.02
20250617,-0.88,-0.27,-0.05,0.02
20250618,0.03,0.27,0.37,0.02
20250620,-0.22,-0.25,0.45,0.02
20250623,0.93,0.51,-0.11,0.02
20250624,1.17,0.5,-0.51,0.02
20250625,-0.07,-0.94,-0.06,0.02
20250626,0.88,0.71,0.32,0.02
20250627,0.46,-0.21,0,0.02
20250630,0.49,-0.42,-0.12,0.02
20250701,-0.1,0.93,2.34,0.02
20250702,0.56,1.19,-0.06,0.02
20250703,0.88,0.23,-0.32,0.02
20250707,-0.84,-0.71,-0.22,0.02
20250708,-0.08,1.03,0.39,0.02
20250709,0.63,0.68,-0.8,0.02
20250710,0.24,0.06,0.65,0.02
20250711,-0.44,-1.08,0.35,0.02
20250714,0.21,0.32,-0.35,0.02
20250715,-0.52,-0.98,-1.5,0.02
20250716,0.38,0.63,-0.42,0.02
20250717,0.59,0.63,0.16,0.02
20250718,-0.02,-0.82,0.29,0.02
20250721,0.05,-0.1,0.24,0.02
20250722,0.08,0.71,1.1,0.02
20250723,0.77,0.79,-0.4,0.02
20250724,-0.03,-1.29,-0.67,0.02
20250725,0.4,-0.06,-0.06,0.02
20250728,0.04,0.09,-0.39,0.02
20250729,-0.37,-0.92,0.07,0.02
20250730,-0.11,-0.59,-0.84,0.02
20250731,-0.34,-0.35,-0.77,0.02
20250801,-1.74,-0.56,-0.04,0.02
20250804,1.53,0.89,-1.04,0.02
20250805,-0.42,0.65,0.59,0.02
20250806,0.71,-0.28,-0.63,0.02
20250807,-0.14,-0.28,0.2,0.02
20250808,0.69,-0.54,0.08,0.02
20250811,-0.24,0.17,0.02,0.02
20250812,1.25,1.46,0.85,0.02
20250813,0.39,1.78,0.39,0.02
20250814,-0.09,-1.28,0.56,0.02
20250815,-0.28,0.04,-0.75,0.02
20250818,0.03,0.35,0.02,0.02
20250819,-0.7,-0.62,1.59,0.02
20250820,-0.28,-0.26,0.18,0.02
20250821,-0.38,0.4,-0.15,0.02
20250822,1.7,2.04,1.17,0.02
20250825,-0.48,-0.63,0.45,0.02
20250826,0.43,0.25,0.13,0.02
20250827,0.24,0.4,0.27,0.02
20250828,0.35,-0.15,-0.52,0.02
20250829,-0.68,0.02,0.85,0.02
