Date,Mkt-RF,SMB,HML,RF
20200825,0.35,0.16,-0.64,0
20200826,1,-1.17,-1.75,0
20200827,0.18,-0.34,0.95,0
20200828,0.7,0.26,-0.22,0
20200831,-0.04,-0.42,-1.75,0
20200901,0.92,0.44,-0.32,0
20200902,1.27,-0.5,-0.45,0
20200903,-3.7,-0.22,2.6,0
20200904,-0.87,-0.17,2.07,0
20200908,-2.93,0.65,-0.29,0
20200909,2.07,-0.18,-1.99,0
20200910,-1.64,0.31,-0.06,0
20200911,-0.05,-0.84,0.9,0
20200914,1.58,1.19,-0.8,0
20200915,0.57,-0.27,-1.46,0
20200916,-0.4,0.76,1.32,0
20200917,-0.85,0.36,0.2,0
20200918,-0.89,0.79,-0.21,0
20200921,-1.07,-2.02,-1.9,0
20200922,1.01,-0.17,-1.6,0
20200923,-2.47,-0.7,0.16,0
20200924,0.26,-0.21,0.38,0
20200925,1.71,0.15,-1.34,0
20200928,1.65,0.72,1.05,0
20200929,-0.42,0.75,-1.32,0
20200930,0.79,-0.73,0.16,0
20201001,0.78,1.05,-0.54,0
20201002,-0.97,1.08,2.43,0
20201005,1.94,1.02,-0.09,0
20201006,-1.28,0.74,0.25,0
20201007,1.84,0.58,0.16,0
20201008,0.8,-0.03,1.07,0
20201009,0.93,0.01,-1.42,0
20201012,1.54,-0.83,-0.09,0
20201013,-0.42,0.18,-1.74,0
20201014,-0.65,0.08,0.03,0
20201015,-0.08,0.9,1.14,0
20201016,-0.06,-0.18,0.05,0
20201019,-1.53,0.34,0.32,0
20201020,0.35,-0.24,1.26,0
20201021,-0.35,-0.47,0.41,0
20201022,0.66,0.61,1.03,0
20201023,0.38,0.42,0.04,0
20201026,-1.85,-0.28,-0.39,0
20201027,-0.23,-0.07,-2.33,0
20201028,-3.42,0.02,0.57,0
20201029,1.13,0.16,0.27,0
20201030,-1.45,-0.79,1.85,0
20201102,1.17,0.52,1,0
20201103,1.93,1.01,-0.19,0
20201104,2.25,-1.49,-5.03,0
20201105,2.12,0.99,0.54,0
20201106,0.01,-0.86,-0.92,0
20201109,0.83,0.79,6.73,0
20201110,-0.16,1.55,2.15,0
20201111,0.88,-0.54,-1.78,0
20201112,-0.94,-0.22,-1.19,0
20201113,1.31,0.6,1.15,0
20201116,1.22,0.79,1.98,0
20201117,-0.2,0.62,-0.01,0
20201118,-0.94,-0.04,0.03,0
20201119,0.58,0.47,-0.77,0
20201120,-0.51,0.67,-0.6,0
20201123,0.82,0.88,1.55,0
20201124,1.56,-0.12,2.78,0
20201125,0.02,0,-1.32,0
20201127,0.42,0.46,-1.62,0
20201130,-0.52,-0.98,-2.07,0
20201201,0.99,-0.25,0.52,0
20201202,0.11,-0.09,1.07,0
20201203,0.17,0.51,-0.1,0
20201204,1.01,1.47,0.83,0
20201207,0.02,0.24,-1.02,0
20201208,0.47,1.01,-0.69,0
20201209,-1.03,-0.06,1.28,0
20201210,0.24,1.11,-0.46,0
20201211,-0.18,-0.36,-0.73,0
20201214,-0.26,0.57,-1.51,0
20201215,1.29,1.06,0.38,0
20201216,0.16,-0.42,-0.39,0
20201217,0.78,0.68,-0.7,0
20201218,-0.14,0.06,-1.17,0
20201221,-0.24,0.14,-0.06,0
20201222,0.05,1.21,-1.63,0
20201223,0.11,0.39,2.03,0
20201224,0.23,-0.4,-0.19,0
20201228,0.49,-0.73,0.36,0
20201229,-0.39,-1.52,0.24,0
20201230,0.27,1.01,0.06,0
20201231,0.4,-0.86,0.44,0
20210104,-1.41,0.2,0.57,0
20210105,0.86,1.22,0.5,0
20210106,0.79,2.14,3.94,0
20210107,1.76,0.32,-0.81,0
20210108,0.51,-0.75,-1.38,0
20210111,-0.52,0.26,1.26,0
20210112,0.37,1.28,1.24,0
20210113,0.06,-0.94,-0.45,0
20210114,-0.12,2.02,1.13,0
20210115,-0.86,-0.5,-0.74,0
20210119,0.92,0.88,-0.79,0
20210120,1.27,-0.39,-1.1,0
20210121,-0.04,-0.54,-0.96,0
20210122,-0.07,1.86,-0.11,0
20210125,0.29,-0.03,-0.43,0
20210126,-0.33,-0.01,0.04,0
20210127,-2.53,1.32,1.55,0
20210128,0.93,-1.92,-0.93,0
20210129,-1.84,0.59,0.59,0
20210201,1.72,0.93,-1.47,0
20210202,1.48,-0.88,-1.03,0
20210203,0.14,0.41,0.73,0
20210204,1.22,0.39,0.38,0
20210205,0.57,1.07,-0.49,0
20210208,0.96,2.1,0.39,0
20210209,0.05,0.64,-0.06,0
20210210,-0.08,-0.59,0.79,0
20210211,0.2,-0.05,-0.7,0
20210212,0.49,-0.12,0.46,0
20210216,-0.14,-0.64,1.93,0
20210217,-0.2,-0.84,0.6,0
20210218,-0.62,-1.53,-0.21,0
20210219,0.16,1.77,0.73,0
20210222,-1.11,-0.04,3.13,0
20210223,-0.11,-1.25,0.89,0
20210224,1.15,1.19,1.44,0
20210225,-2.72,-1.11,0.88,0
20210226,-0.28,0.68,-1.6,0
20210301,2.62,1.09,0.23,0
20210302,-1.05,-1.09,1.25,0
20210303,-1.55,-0.19,3.56,0
20210304,-1.67,-1.35,1.7,0
20210305,1.87,0.22,0.62,0
20210308,-0.67,0.6,3.71,0
20210309,1.77,1.28,-3.23,0
20210310,0.67,0.77,1.82,0
20210311,1.41,1.59,-2,0
20210312,0.11,0.14,1.29,0
20210315,0.69,-0.12,-1.27,0
20210316,-0.41,-1.09,-0.85,0
20210317,0.34,0.47,0.34,0
20210318,-1.86,-1.74,2.16,0
20210319,0.23,1.26,-0.99,0
20210322,0.56,-1.19,-2.23,0
20210323,-1.16,-2.7,-1.04,0
20210324,-0.97,-1.97,1.46,0
20210325,0.67,1.68,1.4,0
20210326,1.56,0.19,0.68,0
20210329,-0.48,-2.41,-0.23,0
20210330,-0.03,1.54,1.01,0
20210331,0.63,1.12,-2.34,0
20210401,1.27,0.3,-0.02,0
20210405,1.28,-0.59,-0.71,0
20210406,0,-0.31,0.09,0
20210407,-0.11,-1.59,0.3,0
20210408,0.62,0.59,-1.17,0
20210409,0.65,-0.64,0.15,0
20210412,-0.04,-0.6,0.56,0
20210413,0.41,-0.3,-1.6,0
20210414,-0.34,0.79,1.41,0
20210415,1.06,-0.44,-1.19,0
20210416,0.27,-0.36,0.65,0
20210419,-0.72,-0.78,0.79,0
20210420,-0.93,-1.18,-1.57,0
20210421,1.1,1.38,0.12,0
20210422,-0.78,0.66,-0.77,0
20210423,1.26,0.75,0.69,0
20210426,0.41,0.88,-0.5,0
20210427,-0.03,-0.16,0.85,0
20210428,-0.07,0.18,0.2,0
20210429,0.4,-1.13,1.09,0
20210430,-0.82,-0.43,-0.33,0
20210503,0.18,0.44,1.7,0
20210504,-0.89,-0.75,2,0
20210505,-0.05,-0.46,1.33,0
20210506,0.49,-0.79,1.18,0
20210507,0.84,0.42,-0.08,0
20210510,-1.35,-1.67,1.68,0
20210511,-0.63,0.95,-0.87,0
20210512,-2.34,-1.32,0.7,0
20210513,1.04,0.26,1.13,0
20210514,1.79,0.98,-0.16,0
20210517,-0.24,0.59,0.84,0
20210518,-0.7,0.26,-0.93,0
20210519,-0.34,-0.38,-0.46,0
20210520,1.14,-0.1,-1.42,0
20210521,-0.04,0.22,0.98,0
20210524,0.99,-0.37,-0.7,0
20210525,-0.3,-0.61,-1.23,0
20210526,0.46,1.75,0.57,0
20210527,0.27,0.8,0.95,0
20210528,0.04,-0.29,-0.32,0
20210601,0.03,1.11,1.44,0
20210602,0.11,-0.13,0.32,0
20210603,-0.53,-0.54,0.73,0
20210604,0.9,-0.35,-0.91,0
20210607,0.14,1.56,-0.95,0
20210608,0.18,1.14,-0.31,0
20210609,-0.29,-0.3,-0.84,0
20210610,0.41,-0.89,-2.05,0
20210611,0.37,0.67,0.17,0
20210614,0.15,-0.31,-1.62,0
20210615,-0.3,-0.01,1.28,0
20210616,-0.46,0.45,0.2,0
20210617,0.01,-0.49,-3.57,0
20210618,-1.23,-0.42,-1.44,0
20210621,1.36,0.61,1.06,0
20210622,0.58,0.04,-0.43,0
20210623,0,0.55,-0.29,0
20210624,0.69,0.66,0.23,0
20210625,0.31,-0.7,0.43,0
20210628,0.21,-0.51,-1.59,0
20210629,0.01,-0.24,-0.3,0
20210630,0.07,-0.11,0.75,0
20210701,0.44,0.36,0.44,0
20210702,0.56,-1.35,-0.7,0
20210706,-0.27,-0.64,-2,0
20210707,0.1,-0.9,0.08,0
20210708,-0.86,0.15,-0.79,0
20210709,1.26,0.62,1.57,0
20210712,0.23,-0.16,0.56,0
20210713,-0.55,-1.12,-0.41,0
20210714,-0.25,-1.16,0.35,0
20210715,-0.38,-0.35,0.79,0
20210716,-0.76,-0.23,-1.27,0
20210719,-1.42,0.32,-1.77,0
20210720,1.7,0.8,0.14,0
20210721,0.95,0.63,0.81,0
20210722,0.1,-1.33,-1.02,0
20210723,0.99,-0.1,-0.45,0
20210726,0.18,-0.1,1.33,0
20210727,-0.65,-0.65,0.59,0
20210728,0.27,1.4,-0.64,0
20210729,0.41,0,0.94,0
20210730,-0.65,-0.07,-0.18,0
20210802,-0.12,-0.13,-0.45,0
20210803,0.73,-0.47,0.93,0
20210804,-0.39,-0.61,-1.57,0
20210805,0.74,1.13,-0.12,0
20210806,0.09,0.06,1.88,0
20210809,0,-0.36,-0.27,0
20210810,0.06,0.01,1.82,0
20210811,0.2,-0.01,1.44,0
20210812,0.24,-0.59,-0.41,0
20210813,0.02,-0.84,-0.27,0
20210816,-0.03,-0.85,0.06,0
20210817,-0.79,-0.45,-0.13,0
20210818,-0.96,0.11,-0.18,0
20210819,-0.13,-0.79,-0.83,0
20210820,0.92,1,-0.5,0
20210823,1.07,0.93,-0.83,0
20210824,0.4,0.36,0.35,0
20210825,0.27,-0.04,0.36,0
20210826,-0.65,-0.39,-0.33,0
20210827,1.07,1.61,0.31,0
20210830,0.35,-0.33,-1.39,0
20210831,-0.13,0.44,-0.04,0
20210901,0.11,0.59,-0.96,0
20210902,0.35,0.1,-0.02,0
20210903,-0.02,-0.38,-0.28,0
20210907,-0.36,-0.13,-0.08,0
20210908,-0.33,-0.82,0.07,0
20210909,-0.28,0.24,0.09,0
20210910,-0.76,-0.08,0.02,0
20210913,0.14,-0.07,1.35,0
20210914,-0.66,-0.49,-0.97,0
20210915,0.88,0.02,0.67,0
20210916,-0.05,0.04,-0.58,0
20210917,-0.74,0.98,-0.05,0
20210920,-1.86,-0.57,0.22,0
20210921,0.03,0.46,-0.68,0
20210922,1,0.12,0.61,0
20210923,1.28,0.36,0.92,0
20210924,0.09,-0.47,0.71,0
20210927,-0.11,1.26,2.44,0
20210928,-2.17,-0.43,1.76,0
20210929,0.04,-0.3,0.81,0
20210930,-1.03,0.31,-0.77,0
20211001,1.12,0.41,0.51,0
20211004,-1.42,-0.02,2.35,0
20211005,1.06,-0.52,-0.07,0
20211006,0.34,-0.86,-0.5,0
20211007,1.01,0.53,-0.18,0
20211008,-0.27,-0.6,1.13,0
20211011,-0.72,0.32,-0.28,0
20211012,-0.07,0.63,-0.43,0
20211013,0.43,0.14,-1.05,0
20211014,1.65,-0.32,-0.28,0
20211015,0.64,-1.19,0.29,0
20211018,0.4,-0.23,-0.01,0
20211019,0.7,-0.49,-0.24,0
20211020,0.34,-0.02,1.2,0
20211021,0.36,0.21,-0.99,0
20211022,-0.25,-0.23,1.02,0
20211025,0.56,0.49,-0.13,0
20211026,0.05,-0.7,-0.3,0
20211027,-0.76,-0.72,-1.2,0
20211028,1.11,0.88,-0.5,0
20211029,0.21,0.19,-0.83,0
20211101,0.5,2,0.44,0
20211102,0.25,-0.29,-0.55,0
20211103,0.79,1.45,-0.16,0
20211104,0.39,-0.02,-1.38,0
20211105,0.37,0.68,1.22,0
20211108,0.16,0.02,0.1,0
20211109,-0.34,-0.18,0.46,0
20211110,-1.04,-0.66,0.95,0
20211111,0.17,0.53,0.34,0
20211112,0.74,-0.32,-0.91,0
20211115,-0.06,-0.52,0.7,0
20211116,0.44,0.04,-0.68,0
20211117,-0.41,-0.57,-0.26,0
20211118,0.14,-0.56,-0.06,0
20211119,-0.25,-0.17,-1.31,0
20211122,-0.57,-0.54,2.78,0
20211123,-0.02,-0.52,1.77,0
20211124,0.3,0.03,-0.87,0
20211126,-2.23,-1.22,-0.95,0
20211129,1.1,-1.02,-0.78,0
20211130,-1.95,0.53,-1.13,0
20211201,-1.59,-0.78,1.09,0
20211202,1.53,0.72,1.24,0
20211203,-1.18,-1.15,1.08,0
20211206,1.2,0.76,0.63,0
20211207,2.22,0.2,-1.78,0
20211208,0.46,0.67,-0.85,0
20211209,-1.04,-1.36,1.55,0
20211210,0.71,-0.83,0.52,0
20211213,-1.04,-0.3,-0.99,0
20211214,-0.76,-0.68,1.65,0
20211215,1.62,0.38,-1.91,0
20211216,-1.19,-1.6,2.8,0
20211217,-0.66,1.89,-2.34,0
20211220,-1.26,-0.16,-0.41,0
20211221,2.06,0.82,0.19,0
20211222,0.97,0.26,-0.35,0
20211223,0.72,0.35,-0.49,0
20211227,1.23,-0.1,0.31,0
20211228,-0.26,-0.6,0.82,0
20211229,0.07,-0.06,0.17,0
20211230,-0.17,0.1,-0.41,0
20211231,-0.31,0.05,0.52,0
20220103,0.72,0.35,0.77,0
20220104,-0.27,-0.81,3.64,0
20220105,-2.26,-1.46,2.58,0
20220106,0,0.21,1.76,0
20220107,-0.49,-1.32,2.02,0
20220110,-0.14,-0.24,-0.26,0
20220111,1.08,-0.09,-0.27,0
20220112,0.13,-0.89,0.52,0
20220113,-1.55,0.32,2.39,0
20220114,0.08,0.18,0.55,0
20220118,-2.06,-1.04,1.38,0
20220119,-1.02,-0.32,-0.67,0
20220120,-1.15,-0.86,-0.23,0
20220121,-2.09,0.28,0.47,0
20220124,0.53,1.81,-0.25,0
20220125,-1.42,-0.61,2.8,0
20220126,-0.29,-1.07,0.1,0
20220127,-0.76,-1.65,0.83,0
20220128,2.46,-0.15,-2.08,0
20220131,2.32,1.31,-2.87,0
20220201,0.87,0.06,0.65,0
20220202,0.51,-1.73,0.7,0
20220203,-2.48,-0.06,2.19,0
20220204,0.89,-0.02,-0.6,0
20220207,-0.24,0.55,0.2,0
20220208,1.02,0.67,-0.29,0
20220209,1.6,0.24,-1.96,0
20220210,-1.69,-0.14,1.23,0
20220211,-1.91,0.61,2.13,0
20220214,-0.35,0.22,-0.62,0
20220215,1.85,1.31,-1.4,0
20220216,-0.02,-0.1,0.32,0
20220217,-2.29,-0.3,1.15,0
20220218,-0.85,-0.09,0.95,0
20220222,-1.17,-0.48,0.09,0
20220223,-1.95,-0.2,1.25,0
20220224,1.87,1.5,-3.88,0
20220225,2.24,-0.42,1.19,0
20220228,0.03,0.63,-0.46,0
20220301,-1.55,-0.11,-0.85,0
20220302,1.82,0.46,1.3,0
20220303,-0.86,-0.57,1.51,0
20220304,-1.09,-0.67,0.72,0
20220307,-3.14,0.57,0.89,0
20220308,-0.53,1.03,0.3,0
20220309,2.79,0.36,-2.17,0
20220310,-0.47,0.11,1.18,0
20220311,-1.48,-0.44,1.76,0
20220314,-1.04,-1.34,1.79,0
20220315,2.15,-0.15,-2.37,0
20220316,2.6,0.8,-1.85,0
20220317,1.42,0.29,-1.06,0
20220318,1.32,0.28,-1.87,0
20220321,-0.17,-1.12,1.64,0
20220322,1.3,0.05,-1.19,0
20220323,-1.25,-0.64,0.4,0
20220324,1.42,-0.08,-0.82,0
20220325,0.28,-0.59,2.19,0
20220328,0.73,-0.56,-1.72,0
20220329,1.43,1.53,-1.92,0
20220330,-0.82,-1.29,0.4,0
20220331,-1.54,0.72,-0.45,0
20220401,0.39,0.7,-0.61,0
20220404,0.93,-0.06,-1.86,0
20220405,-1.53,-0.96,0.82,0
20220406,-1.23,-0.66,1.08,0
20220407,0.34,-0.61,-0.12,0
20220408,-0.38,-0.99,2.27,0
20220411,-1.54,0.29,1.05,0
20220412,-0.29,0.54,0.47,0
20220413,1.39,0.92,-0.71,0
20220414,-1.28,0.02,1.43,0
20220418,-0.19,-0.81,1.8,0
20220419,1.76,0.59,-0.97,0
20220420,-0.27,0.2,1.26,0
20220421,-1.73,-0.73,0.41,0
20220422,-2.74,0.33,-0.18,0
20220425,0.7,0.44,-1.86,0
20220426,-2.99,-0.68,1.8,0
20220427,0.13,-0.61,0.34,0
20220428,2.45,-0.19,-0.42,0
20220429,-3.54,0.74,0.61,0
20220502,0.8,0.6,-1.16,0
20220503,0.41,-0.17,1.65,0
20220504,3.01,-0.45,0.24,0
20220505,-3.8,-0.79,2.37,0
20220506,-0.85,-1.34,1.84,0
20220509,-3.52,-0.51,1.33,0
20220510,0.22,-0.22,-1.22,0
20220511,-1.93,-1.13,2.61,0
20220512,0.15,1.29,-1.23,0
20220513,2.74,0.88,-2.18,0
20220516,-0.59,-0.2,1.31,0
20220517,2.13,0.96,-0.05,0
20220518,-4.06,0.21,1.54,0
20220519,-0.34,0.49,-0.81,0
20220520,-0.05,-0.11,-0.19,0
20220523,1.75,-1.06,1.31,0
20220524,-1.21,-0.92,1.83,0
20220525,1.21,0.79,0.2,0
20220526,2.18,0.19,-0.61,0
20220527,2.58,0.36,-1.28,0
20220531,-0.71,-0.5,0.46,0
20220601,-0.74,0.2,0.8,0
20220602,2.08,0.84,-2.08,0
20220603,-1.63,0.85,0.55,0
20220606,0.33,-0.02,0.66,0
20220607,1,0.33,-0.15,0
20220608,-1.02,-0.09,-0.52,0
20220609,-2.43,0.32,0.26,0
20220610,-3,0.09,0.66,0
20220613,-4.12,-0.65,0.6,0
20220614,-0.26,0.22,0.11,0
20220615,1.55,0.28,-1.67,0
20220616,-3.52,-1.18,0,0
20220617,0.45,1.11,-2.68,0
20220621,2.38,-0.76,0.24,0
20220622,-0.19,0.2,-1.82,0
20220623,1.12,0.8,-3.89,0
20220624,3.13,-0.39,-0.01,0
20220627,-0.27,0.56,1.25,0
20220628,-2.09,-0.36,2.4,0
20220629,-0.19,-0.44,-1.33,0
20220630,-0.96,0.41,-0.14,0
20220701,1.15,0.03,0.12,0
20220705,0.48,1.83,-3.34,0
20220706,0.17,-0.75,-0.76,0
20220707,1.76,0.98,-0.95,0
20220708,-0.07,0.12,-0.08,0
20220711,-1.38,-1.32,1.61,0
20220712,-0.89,0.74,0.52,0
20220713,-0.39,0.44,-0.41,0
20220714,-0.41,-0.26,-1.01,0
20220715,1.96,-0.06,0.5,0
20220718,-0.71,0.22,1.01,0
20220719,2.81,0.89,-0.54,0
20220720,0.89,1.5,-1.32,0
20220721,0.97,0.01,-1.61,0
20220722,-1.18,-1.09,1.39,0
20220725,0.12,-0.3,1.65,0
20220726,-1.32,0.09,1.07,0
20220727,2.72,0.49,-1.27,0
20220728,1.19,0.11,-0.91,0
20220729,1.45,-0.94,0.45,0
20220801,-0.2,0.32,-0.24,0.01
20220802,-0.5,0.91,-1.41,0.01
20220803,1.67,0.75,-1.95,0.01
20220804,-0.05,0.84,-1.65,0.01
20220805,-0.04,0.87,-0.05,0.01
20220808,0,0.93,-0.09,0.01
20220809,-0.67,-1.8,2.1,0.01
20220810,2.35,1.14,-1.62,0.01
20220811,-0.07,-0.25,1.67,0.01
20220812,1.76,0.65,-0.79,0.01
20220815,0.38,0.14,-0.61,0.01
20220816,0.19,-0.34,0.7,0.01
20220817,-0.92,-1.17,1.04,0.01
20220818,0.27,0.19,0.45,0.01
20220819,-1.49,-1.17,0.98,0.01
20220822,-2.13,-0.18,0.34,0.01
20220823,-0.11,0.02,0.31,0.01
20220824,0.39,0.65,-0.62,0.01
20220825,1.45,0.17,-0.01,0.01
20220826,-3.37,-0.55,1.66,0.01
20220829,-0.71,-0.58,0.44,0.01
20220830,-1.11,-0.25,-0.22,0.01
20220831,-0.75,0.29,-0.46,0.01
20220901,0,-1.11,-0.28,0.01
20220902,-0.99,-0.06,1.03,0.01
20220906,-0.51,-0.45,-0.54,0.01
20220907,1.92,0.71,-1.53,0.01
20220908,0.78,-0.08,-0.18,0.01
20220909,1.67,0.52,-0.51,0.01
20220912,1.07,0.28,-0.17,0.01
20220913,-4.29,-0.17,1.41,0.01
20220914,0.44,-0.02,-0.32,0.01
20220915,-1.04,0.34,0.61,0.01
20220916,-0.98,-0.84,0.86,0.01
20220919,0.72,-0.16,0.68,0.01
20220920,-1.15,-0.21,0.03,0.01
20220921,-1.68,0.37,0.06,0.01
20220922,-1.14,-1.34,0.44,0.01
20220923,-1.85,-0.25,-0.8,0.01
20220926,-1.02,0.18,-0.75,0.01
20220927,-0.04,0.65,-0.97,0.01
20220928,2.14,0.9,-0.36,0.01
20220929,-2.16,-0.5,0.92,0.01
20220930,-1.43,0.5,0.27,0.01
20221003,2.56,-0.3,0.7,0.01
20221004,3.29,0.8,-0.09,0.01
20221005,-0.21,-0.35,0.04,0.01
20221006,-0.85,0.52,0.12,0.01
20221007,-2.9,-0.62,1.68,0.01
20221010,-0.8,0.05,0.76,0.01
20221011,-0.7,0.55,0.33,0.01
20221012,-0.27,0.07,0.04,0.01
20221013,2.41,-0.62,1.57,0.01
20221014,-2.45,-0.45,1.23,0.01
20221017,2.74,0.69,-1.41,0.01
20221018,1.18,-0.1,-0.02,0.01
20221019,-0.87,-1.33,1.19,0.01
20221020,-0.8,-0.28,-0.45,0.01
20221021,2.3,-0.19,0.09,0.01
20221024,1.04,-0.71,0.47,0.01
20221025,1.78,1.35,-1.53,0.01
20221026,-0.66,0.42,0.89,0.01
20221027,-0.54,0.33,1.08,0.01
20221028,2.33,-0.03,-0.34,0.01
20221031,-0.68,0.38,0.73,0.01
20221101,-0.35,0.16,0.8,0.01
20221102,-2.67,-1.2,1.6,0.01
20221103,-1.03,0.28,0.28,0.01
20221104,1.16,-0.62,1.28,0.01
20221107,0.87,-0.5,0.6,0.01
20221108,0.51,-0.47,-0.4,0.01
20221109,-2.24,-0.63,0.55,0.01
20221110,5.68,1.61,-3.09,0.01
20221111,1.06,0.28,-1.05,0.01
20221114,-0.95,-0.36,0.35,0.01
20221115,1.03,0.69,-0.73,0.01
20221116,-1.02,-1.23,0.58,0.01
20221117,-0.42,-0.53,0.56,0.01
20221118,0.4,-0.16,0.11,0.01
20221121,-0.52,-0.37,0.99,0.01
20221122,1.36,-0.52,0.44,0.01
20221123,0.63,0.02,-0.93,0.01
20221125,-0.03,0.22,0.43,0.01
20221128,-1.55,-0.42,-0.19,0.01
20221129,-0.18,0.1,1.04,0.01
20221130,3.12,0.35,-2.08,0.01
20221201,-0.02,0.24,-0.69,0.02
20221202,-0.08,0.91,-0.56,0.02
20221205,-2.02,-0.6,-0.54,0.02
20221206,-1.51,-0.25,1.14,0.02
20221207,-0.24,-0.14,-0.32,0.02
20221208,0.76,0.2,-1.2,0.02
20221209,-0.8,-0.54,0.34,0.02
20221212,1.41,-0.31,-0.16,0.02
20221213,0.66,0.17,-0.77,0.02
20221214,-0.56,0.02,-0.45,0.02
20221215,-2.57,-0.38,1.39,0.02
20221216,-1.02,0.52,0.17,0.02
20221219,-1,-0.78,1.25,0.02
20221220,0.13,0.2,0.25,0.02
20221221,1.53,0.13,-0.12,0.02
20221222,-1.52,0.08,0.38,0.02
20221223,0.52,-0.61,1.16,0.02
20221227,-0.5,-0.73,1.42,0.02
20221228,-1.24,-0.24,-0.28,0.02
20221229,1.87,1.26,-1.06,0.02
20221230,-0.22,0.13,-0.04,0.02
20230103,-0.47,0.08,-0.1,0.02
20230104,0.81,0.54,0.05,0.02
20230105,-1.14,-0.18,1.2,0.02
20230106,2.21,-0.05,0.03,0.02
20230109,0.03,0.55,-1.23,0.02
20230110,0.79,0.91,-0.56,0.02
20230111,1.25,0.17,-0.83,0.02
20230112,0.45,1.43,-0.27,0.02
20230113,0.46,0.3,-0.3,0.02
20230117,-0.18,0.2,-0.55,0.02
20230118,-1.55,0.03,-0.71,0.02
20230119,-0.86,-0.28,0.84,0.02
20230120,1.94,0.14,-0.68,0.02
20230123,1.28,0.17,-0.99,0.02
20230124,-0.16,-0.22,0.18,0.02
20230125,0,-0.05,0.69,0.02
20230126,1.08,-0.58,0.01,0.02
20230127,0.34,0.63,-1.13,0.02
20230130,-1.38,-0.12,0.74,0.02
20230131,1.58,1.02,-0.06,0.02
20230201,1.19,1,-1.65,0.02
20230202,1.54,1.63,-2.07,0.02
20230203,-1.08,0.08,0.98,0.02
20230206,-0.73,-0.82,0.43,0.02
20230207,1.25,-0.51,-0.04,0.02
20230208,-1.18,-0.68,0.71,0.02
20230209,-0.94,-0.63,0.21,0.02
20230210,0.12,-0.69,1.5,0.02
20230213,1.14,0.19,-0.73,0.02
20230214,0.12,0.16,-0.68,0.02
20230215,0.5,1.04,-0.91,0.02
20230216,-1.37,-0.04,0.97,0.02
20230217,-0.28,0.68,-0.14,0.02
20230221,-2.16,-1.25,0.88,0.02
20230222,-0.04,0.52,-0.46,0.02
20230223,0.47,0.22,-0.23,0.02
20230224,-1.08,-0.5,1.26,0.02
20230227,0.31,0.16,-0.3,0.02
20230228,-0.26,0.62,-0.69,0.02
20230301,-0.41,0.2,0.62,0.02
20230302,0.67,-0.37,-0.44,0.02
20230303,1.61,0,-0.54,0.02
20230306,-0.13,-1.62,-0.08,0.02
20230307,-1.45,0.74,-0.67,0.02
20230308,0.08,0.17,-0.39,0.02
20230309,-2.02,-0.68,-0.76,0.02
20230310,-1.68,-1.53,0.72,0.02
20230313,-0.34,-0.63,-3.6,0.02
20230314,1.72,0.15,-0.36,0.02
20230315,-0.79,-0.08,-1.84,0.02
20230316,1.76,0.18,-0.16,0.02
20230317,-1.21,-0.83,-1.63,0.02
20230320,0.84,-0.61,0.78,0.02
20230321,1.48,0.45,0.73,0.02
20230322,-1.74,-0.8,-0.53,0.02
20230323,0.21,-0.19,-1.54,0.02
20230324,0.46,0.13,0.71,0.02
20230327,0.27,0.22,1.03,0.02
20230328,-0.17,-0.18,0.75,0.02
20230329,1.39,-0.3,-0.54,0.02
20230330,0.51,-0.55,-0.6,0.02
20230331,1.53,0.67,-0.76,0.02
20230403,0.28,-0.47,0.79,0.02
20230404,-0.72,-0.96,-0.72,0.02
20230405,-0.39,-1.39,1.4,0.02
20230406,0.34,0.06,-0.51,0.02
20230410,0.2,0.79,0.26,0.02
20230411,0.06,0.46,0.55,0.02
20230412,-0.51,-0.55,0.37,0.02
20230413,1.39,0.35,-1.19,0.02
20230414,-0.23,-0.95,0.2,0.02
20230417,0.33,0.8,-0.2,0.02
20230418,0.04,-0.44,-0.31,0.02
20230419,-0.04,0.29,0.42,0.02
20230420,-0.61,0.09,-0.28,0.02
20230421,0.08,0.26,-0.94,0.02
20230424,0,-0.39,0.46,0.02
20230425,-1.76,-0.98,0.09,0.02
20230426,-0.41,0.14,-0.74,0.02
20230427,1.85,-0.56,0,0.02
20230428,0.78,0.13,0.19,0.02
20230501,-0.02,0.29,-0.82,0.02
20230502,-1.27,-0.56,-1.46,0.02
20230503,-0.57,1.07,-1.03,0.02
20230504,-0.78,-0.34,-1.04,0.02
20230505,1.91,0.42,0.69,0.02
20230508,0.07,-0.31,-0.3,0.02
20230509,-0.43,0.12,-0.02,0.02
20230510,0.43,0.46,-1.32,0.02
20230511,-0.2,-0.49,-0.09,0.02
20230512,-0.22,-0.19,0.34,0.02
20230515,0.46,0.84,0.01,0.02
20230516,-0.72,-0.33,-0.48,0.02
20230517,1.31,0.89,1.22,0.02
20230518,0.99,-0.07,-0.38,0.02
20230519,-0.26,-0.45,-0.32,0.02
20230522,0.17,1.27,-0.2,0.02
20230523,-1.1,0.39,1.09,0.02
20230524,-0.72,-0.31,-0.2,0.02
20230525,0.65,-0.71,-1.08,0.02
20230526,1.32,0.03,-0.85,0.02
20230530,-0.01,-0.15,-0.42,0.02
20230531,-0.6,-0.11,-1.16,0.02
20230601,1.02,0.15,-0.06,0.02
20230602,1.62,1.56,1.66,0.02
