Date,Adj Close,daily returns,,,,,,,,,,,,,,,,,,,,
20-03-2014,33.775242,-0.026283335,,,,,,,,,,,,,,,,,,,,
21-03-2014,33.632877,0.004232912,,,,,,,,,,,,,,,,,,,,
24-03-2014,33.917618,-0.008395077,,,,,,,,,,,,,,,,,,,,
25-03-2014,33.783627,0.003966152,,,,,,,,,,,,,,,,,,,,
26-03-2014,33.323009,0.013822821,,,,,,,,,,,,,,,,,,,,
27-03-2014,32.962891,0.010924952,,,,,,,,,,,,,,,,,,,,
28-03-2014,33.750134,-0.023325626,,,,,,,,,,,,,,,,,,,,
31-03-2014,34.32798,-0.016833091,,,,,,,,,,,,,,,,,,,,
01-04-2014,34.688091,-0.010381402,,,,,,,,,,,,,,,,,,,,
02-04-2014,34.629459,0.001693125,,,,,,,,,,,,,,,,,,,,
03-04-2014,34.344723,0.008290531,,,,,,,,,,,,,,,,,,,,
04-04-2014,33.390003,0.028592989,,,,,,,,,,,,,,,,,,,,
07-04-2014,33.331379,0.001758823,,,,,,,,,,,,,,,,,,,,
08-04-2014,33.348137,-0.000502517,,,,,,,,,,,,,,,,,,,,
09-04-2014,33.892487,-0.016061082,,,,,,,,,,,,,,,,,,,,
10-04-2014,32.962891,0.028201289,,,,,,,,,,,,,,,,,,,,
11-04-2014,32.837269,0.003825592,,,,,,,,,,,,,,,,,,,,
14-04-2014,32.812157,0.000765326,,,,,,,,,,,,,,,,,,,,
15-04-2014,33.289513,-0.014339531,,,,,,,,,,,,,,,,,,,,
16-04-2014,33.833874,-0.016089231,,,,,,,,,,,,,,,,,,,,
17-04-2014,33.507248,0.009747921,,,,,,,,,,,,,,,,,,,,
21-04-2014,33.448635,0.001752329,,,,,,,,,,,,,,,,,,,,
22-04-2014,33.490517,-0.001250563,,,,,,,,,,,,,,,,,,,,
23-04-2014,33.239265,0.007558892,,,,,,,,,,,,,,,,,,,,
24-04-2014,33.381641,-0.004265099,,,,,,,,,,,,,,,,,,,,
25-04-2014,33.423519,-0.00125295,,,,,,,,,,,,,,,,,,,,
28-04-2014,34.227474,-0.023488587,,,,,,,,,,,,,,,,,,,,
29-04-2014,33.925976,0.008886937,,,,,,,,,,,,,,,,,,,,
30-04-2014,33.833874,0.002722183,,,,,,,,,,,,,,,,,,,,
01-05-2014,33.498875,0.010000306,,,,,,,,,,,,,,,,,,,,
02-05-2014,33.239265,0.007810341,,,,,,,,,,,,,,,,,,,,
05-05-2014,33.021519,0.006594064,,,,,,,,,,,,,,,,,,,,
06-05-2014,32.711662,0.009472371,,,,,,,,,,,,,,,,,,,,
07-05-2014,33.01313,-0.009131761,,,,,,,,,,,,,,,,,,,,
08-05-2014,33.197384,-0.005550257,,,,,,,,,,,,,,,,,,,,
09-05-2014,33.113647,0.002528776,,,,,,,,,,,,,,,,,,,,
12-05-2014,33.473763,-0.010758157,,,,,,,,,,,,,,,,,,,,
13-05-2014,34.08942,-0.018060061,,,,,,,,,,,,,,,,,,,,
14-05-2014,33.937618,0.004472972,,,,,,,,,,,,,,,,,,,,
15-05-2014,33.397854,0.016161637,,,,,,,,,,,,,,,,,,,,
16-05-2014,33.591846,-0.005774973,,,,,,,,,,,,,,,,,,,,
19-05-2014,33.524361,0.002013014,,,,,,,,,,,,,,,,,,,,
20-05-2014,33.465321,0.001764214,,,,,,,,,,,,,,,,,,,,
21-05-2014,34.030369,-0.016604228,,,,,,,,,,,,,,,,,,,,
22-05-2014,33.819538,0.006234,,,,,,,,,,,,,,,,,,,,
23-05-2014,33.836399,-0.00049831,,,,,,,,,,,,,,,,,,,,
27-05-2014,33.895451,-0.001742181,,,,,,,,,,,,,,,,,,,,
28-05-2014,33.743637,0.004499041,,,,,,,,,,,,,,,,,,,,
29-05-2014,34.021957,-0.008180599,,,,,,,,,,,,,,,,,,,,
30-05-2014,34.527977,-0.014655362,,,,,,,,,,,,,,,,,,,,
02-06-2014,34.401485,0.003676934,,,,,,,,,,,,,,,,,,,,
03-06-2014,33.979786,0.01241029,,,,,,,,,,,,,,,,,,,,
04-06-2014,34.005096,-0.0007443,,,,,,,,,,,,,,,,,,,,
05-06-2014,34.755692,-0.021596347,,,,,,,,,,,,,,,,,,,,
06-06-2014,34.983418,-0.006509541,,,,,,,,,,,,,,,,,,,,
09-06-2014,34.806301,0.005088648,,,,,,,,,,,,,,,,,,,,
10-06-2014,34.671368,0.00389177,,,,,,,,,,,,,,,,,,,,
11-06-2014,34.46051,0.00611883,,,,,,,,,,,,,,,,,,,,
12-06-2014,34.224358,0.006900115,,,,,,,,,,,,,,,,,,,,
13-06-2014,34.772568,-0.015765589,,,,,,,,,,,,,,,,,,,,
16-06-2014,35.000267,-0.006505636,,,,,,,,,,,,,,,,,,,,
17-06-2014,35.152081,-0.004318777,,,,,,,,,,,,,,,,,,,,
18-06-2014,35.126789,0.00072002,,,,,,,,,,,,,,,,,,,,
19-06-2014,35.008705,0.00337299,,,,,,,,,,,,,,,,,,,,
20-06-2014,35.152081,-0.004078734,,,,,,,,,,,,,,,,,,,,
23-06-2014,35.413532,-0.007382799,,,,,,,,,,,,,,,,,,,,
24-06-2014,35.211124,0.005748411,,,,,,,,,,,,,,,,,,,,
25-06-2014,35.447269,-0.006661867,,,,,,,,,,,,,,,,,,,,
26-06-2014,35.185837,0.007430035,,,,,,,,,,,,,,,,,,,,
27-06-2014,35.632797,-0.0125435,,,,,,,,,,,,,,,,,,,,
30-06-2014,35.168961,0.013188789,,,,,,,,,,,,,,,,,,,,
01-07-2014,35.312325,-0.004059886,,,,,,,,,,,,,,,,,,,,
02-07-2014,35.337627,-0.000716007,,,,,,,,,,,,,,,,,,,,
03-07-2014,35.253288,0.002392373,,,,,,,,,,,,,,,,,,,,
07-07-2014,35.413532,-0.004524937,,,,,,,,,,,,,,,,,,,,
08-07-2014,35.236427,0.005026191,,,,,,,,,,,,,,,,,,,,
09-07-2014,35.143646,0.00264005,,,,,,,,,,,,,,,,,,,,
10-07-2014,35.160515,-0.000479771,,,,,,,,,,,,,,,,,,,,
11-07-2014,35.497879,-0.009503779,,,,,,,,,,,,,,,,,,,,
14-07-2014,35.540051,-0.001186605,,,,,,,,,,,,,,,,,,,,
15-07-2014,35.801491,-0.007302489,,,,,,,,,,,,,,,,,,,,
16-07-2014,37.176189,-0.036977916,,,,,,,,,,,,,,,,,,,,
17-07-2014,37.555725,-0.010105943,,,,,,,,,,,,,,,,,,,,
18-07-2014,37.690659,-0.003580038,,,,,,,,,,,,,,,,,,,,
21-07-2014,37.817173,-0.003345411,,,,,,,,,,,,,,,,,,,,
22-07-2014,37.808735,0.000223176,,,,,,,,,,,,,,,,,,,,
23-07-2014,37.842464,-0.0008913,,,,,,,,,,,,,,,,,,,,
24-07-2014,37.446083,0.01058538,,,,,,,,,,,,,,,,,,,,
25-07-2014,37.530418,-0.002247111,,,,,,,,,,,,,,,,,,,,
28-07-2014,37.083435,0.012053441,,,,,,,,,,,,,,,,,,,,
29-07-2014,37.015957,0.001822944,,,,,,,,,,,,,,,,,,,,
30-07-2014,36.754505,0.007113468,,,,,,,,,,,,,,,,,,,,
31-07-2014,36.40028,0.009731381,,,,,,,,,,,,,,,,,,,,
01-08-2014,36.14727,0.006999422,,,,,,,,,,,,,,,,,,,,
04-08-2014,36.5774,-0.011759447,,,,,,,,,,,,,,,,,,,,
05-08-2014,36.332829,0.006731405,,,,,,,,,,,,,,,,,,,,
06-08-2014,36.046074,0.007955235,,,,,,,,,,,,,,,,,,,,
07-08-2014,36.459312,-0.011334224,,,,,,,,,,,,,,,,,,,,
08-08-2014,36.434032,0.000693857,,,,,,,,,,,,,,,,,,,,
11-08-2014,36.434032,0,,,,,,,,,,,,,,,,,,,,
12-08-2014,36.703915,-0.007352976,,,,,,,,,,,,,,,,,,,,
13-08-2014,37.176189,-0.012703669,,,,,,,,,,,,,,,,,,,,
14-08-2014,37.336433,-0.004291894,,,,,,,,,,,,,,,,,,,,
15-08-2014,37.774998,-0.011609928,,,,,,,,,,,,,,,,,,,,
18-08-2014,38.044872,-0.007093571,,,,,,,,,,,,,,,,,,,,
19-08-2014,38.469193,-0.011030151,,,,,,,,,,,,,,,,,,,,
20-08-2014,38.146717,0.008453572,,,,,,,,,,,,,,,,,,,,
21-08-2014,38.375847,-0.005970683,,,,,,,,,,,,,,,,,,,,
22-08-2014,38.316433,0.001550614,,,,,,,,,,,,,,,,,,,,
25-08-2014,38.333416,-0.000443034,,,,,,,,,,,,,,,,,,,,
26-08-2014,38.197624,0.003554986,,,,,,,,,,,,,,,,,,,,
27-08-2014,38.078823,0.003119871,,,,,,,,,,,,,,,,,,,,
28-08-2014,38.087315,-0.000222961,,,,,,,,,,,,,,,,,,,,
29-08-2014,38.55407,-0.012106504,,,,,,,,,,,,,,,,,,,,
02-09-2014,38.265526,0.007540573,,,,,,,,,,,,,,,,,,,,
03-09-2014,38.155197,0.002891585,,,,,,,,,,,,,,,,,,,,
04-09-2014,38.40979,-0.006628336,,,,,,,,,,,,,,,,,,,,
05-09-2014,38.961414,-0.014158213,,,,,,,,,,,,,,,,,,,,
08-09-2014,39.436672,-0.012051169,,,,,,,,,,,,,,,,,,,,
09-09-2014,39.682777,-0.006201809,,,,,,,,,,,,,,,,,,,,
10-09-2014,39.75066,-0.00170772,,,,,,,,,,,,,,,,,,,,
11-09-2014,39.886436,-0.003404064,,,,,,,,,,,,,,,,,,,,
12-09-2014,39.631851,0.006423747,,,,,,,,,,,,,,,,,,,,
15-09-2014,39.241482,0.009947866,,,,,,,,,,,,,,,,,,,,
16-09-2014,39.682777,-0.011120567,,,,,,,,,,,,,,,,,,,,
17-09-2014,39.479099,0.005159135,,,,,,,,,,,,,,,,,,,,
18-09-2014,39.61488,-0.003427525,,,,,,,,,,,,,,,,,,,,
19-09-2014,40.327747,-0.017676837,,,,,,,,,,,,,,,,,,,,
22-09-2014,39.937359,0.009775008,,,,,,,,,,,,,,,,,,,,
23-09-2014,39.513039,0.010738734,,,,,,,,,,,,,,,,,,,,
24-09-2014,39.954342,-0.011045183,,,,,,,,,,,,,,,,,,,,
25-09-2014,39.071743,0.022589189,,,,,,,,,,,,,,,,,,,,
26-09-2014,39.385735,-0.007972226,,,,,,,,,,,,,,,,,,,,
29-09-2014,39.411198,-0.000646085,,,,,,,,,,,,,,,,,,,,
30-09-2014,39.343311,0.001725503,,,,,,,,,,,,,,,,,,,,
01-10-2014,38.95295,0.010021346,,,,,,,,,,,,,,,,,,,,
02-10-2014,38.834106,0.0030603,,,,,,,,,,,,,,,,,,,,
03-10-2014,39.114166,-0.007160066,,,,,,,,,,,,,,,,,,,,
06-10-2014,39.114166,0,,,,,,,,,,,,,,,,,,,,
07-10-2014,38.63895,0.012298885,,,,,,,,,,,,,,,,,,,,
08-10-2014,39.699745,-0.026720449,,,,,,,,,,,,,,,,,,,,
09-10-2014,38.910511,0.020283311,,,,,,,,,,,,,,,,,,,,
10-10-2014,37.365959,0.041335805,,,,,,,,,,,,,,,,,,,,
13-10-2014,37.043484,0.00870531,,,,,,,,,,,,,,,,,,,,
14-10-2014,37.111362,-0.001829036,,,,,,,,,,,,,,,,,,,,
15-10-2014,36.678547,0.011800222,,,,,,,,,,,,,,,,,,,,
16-10-2014,36.27121,0.011230312,,,,,,,,,,,,,,,,,,,,
17-10-2014,37.026501,-0.02039866,,,,,,,,,,,,,,,,,,,,
20-10-2014,37.408394,-0.010208752,,,,,,,,,,,,,,,,,,,,
21-10-2014,38.087315,-0.017825384,,,,,,,,,,,,,,,,,,,,
22-10-2014,37.662991,0.011266338,,,,,,,,,,,,,,,,,,,,
23-10-2014,38.206108,-0.01421545,,,,,,,,,,,,,,,,,,,,
24-10-2014,39.148121,-0.02406279,,,,,,,,,,,,,,,,,,,,
27-10-2014,38.961414,0.0047921,,,,,,,,,,,,,,,,,,,,
28-10-2014,39.453632,-0.01247586,,,,,,,,,,,,,,,,,,,,
29-10-2014,39.563957,-0.002788523,,,,,,,,,,,,,,,,,,,,
30-10-2014,39.080223,0.012377974,,,,,,,,,,,,,,,,,,,,
31-10-2014,39.843998,-0.019169136,,,,,,,,,,,,,,,,,,,,
03-11-2014,40.259846,-0.010329101,,,,,,,,,,,,,,,,,,,,
04-11-2014,40.370163,-0.002732637,,,,,,,,,,,,,,,,,,,,
05-11-2014,40.616291,-0.006059834,,,,,,,,,,,,,,,,,,,,
06-11-2014,41.329147,-0.017248263,,,,,,,,,,,,,,,,,,,,
07-11-2014,41.312168,0.000410993,,,,,,,,,,,,,,,,,,,,
10-11-2014,41.490398,-0.004295693,,,,,,,,,,,,,,,,,,,,
11-11-2014,41.473412,0.000409564,,,,,,,,,,,,,,,,,,,,
12-11-2014,41.397049,0.001844648,,,,,,,,,,,,,,,,,,,,
13-11-2014,42.101418,-0.016730292,,,,,,,,,,,,,,,,,,,,
14-11-2014,42.075966,0.000604906,,,,,,,,,,,,,,,,,,,,
17-11-2014,41.974117,0.002426472,,,,,,,,,,,,,,,,,,,,
18-11-2014,41.623985,0.008411785,,,,,,,,,,,,,,,,,,,,
19-11-2014,41.179905,0.010783901,,,,,,,,,,,,,,,,,,,,
20-11-2014,41.589817,-0.009856066,,,,,,,,,,,,,,,,,,,,
21-11-2014,40.974941,0.015006147,,,,,,,,,,,,,,,,,,,,
24-11-2014,40.64188,0.00819502,,,,,,,,,,,,,,,,,,,,
25-11-2014,40.539383,0.002528332,,,,,,,,,,,,,,,,,,,,
26-11-2014,40.778519,-0.005864264,,,,,,,,,,,,,,,,,,,,
28-11-2014,40.829762,-0.00125504,,,,,,,,,,,,,,,,,,,,
01-12-2014,41.521484,-0.016659376,,,,,,,,,,,,,,,,,,,,
02-12-2014,41.384857,0.003301377,,,,,,,,,,,,,,,,,,,,
03-12-2014,41.060341,0.007903393,,,,,,,,,,,,,,,,,,,,
04-12-2014,41.70937,-0.015560748,,,,,,,,,,,,,,,,,,,,
05-12-2014,41.350689,0.008674124,,,,,,,,,,,,,,,,,,,,
08-12-2014,40.735809,0.015094336,,,,,,,,,,,,,,,,,,,,
09-12-2014,40.64188,0.002311138,,,,,,,,,,,,,,,,,,,,
10-12-2014,40.05262,0.014712146,,,,,,,,,,,,,,,,,,,,
11-12-2014,40.283199,-0.00572395,,,,,,,,,,,,,,,,,,,,
12-12-2014,40.095322,0.004685759,,,,,,,,,,,,,,,,,,,,
15-12-2014,39.856201,0.005999593,,,,,,,,,,,,,,,,,,,,
16-12-2014,38.566647,0.033437027,,,,,,,,,,,,,,,,,,,,
17-12-2014,39.061974,-0.012680542,,,,,,,,,,,,,,,,,,,,
18-12-2014,40.582077,-0.037457496,,,,,,,,,,,,,,,,,,,,
19-12-2014,40.70166,-0.002938037,,,,,,,,,,,,,,,,,,,,
22-12-2014,40.974941,-0.006669467,,,,,,,,,,,,,,,,,,,,
23-12-2014,41.376308,-0.009700406,,,,,,,,,,,,,,,,,,,,
24-12-2014,41.11158,0.006439256,,,,,,,,,,,,,,,,,,,,
26-12-2014,40.889542,0.00543019,,,,,,,,,,,,,,,,,,,,
29-12-2014,40.522308,0.009062514,,,,,,,,,,,,,,,,,,,,
30-12-2014,40.155098,0.009144792,,,,,,,,,,,,,,,,,,,,
31-12-2014,39.668308,0.012271509,,,,,,,,,,,,,,,,,,,,
02-01-2015,39.933044,-0.006629497,,,,,,,,,,,,,,,,,,,,
05-01-2015,39.565834,0.009280987,,,,,,,,,,,,,,,,,,,,
06-01-2015,38.985119,0.014895812,,,,,,,,,,,,,,,,,,,,
07-01-2015,39.480438,-0.012545935,,,,,,,,,,,,,,,,,,,,
08-01-2015,40.64188,-0.028577467,,,,,,,,,,,,,,,,,,,,
09-01-2015,40.300282,0.008476318,,,,,,,,,,,,,,,,,,,,
12-01-2015,39.796413,0.012661166,,,,,,,,,,,,,,,,,,,,
13-01-2015,39.591461,0.005176672,,,,,,,,,,,,,,,,,,,,
14-01-2015,39.249855,0.00870337,,,,,,,,,,,,,,,,,,,,
15-01-2015,38.839931,0.01055419,,,,,,,,,,,,,,,,,,,,
16-01-2015,39.488991,-0.01643648,,,,,,,,,,,,,,,,,,,,
20-01-2015,39.617085,-0.003233302,,,,,,,,,,,,,,,,,,,,
21-01-2015,39.215698,0.010235365,,,,,,,,,,,,,,,,,,,,
22-01-2015,40.249046,-0.025673851,,,,,,,,,,,,,,,,,,,,
23-01-2015,40.291729,-0.001059349,,,,,,,,,,,,,,,,,,,,
26-01-2015,40.146557,0.003616051,,,,,,,,,,,,,,,,,,,,
27-01-2015,36.43166,0.101968919,,,,,,,,,,,,,,,,,,,,
28-01-2015,35.176273,0.03568846,,,,,,,,,,,,,,,,,,,,
29-01-2015,35.876549,-0.019519046,,,,,,,,,,,,,,,,,,,,
30-01-2015,34.501617,0.039851234,,,,,,,,,,,,,,,,,,,,
02-02-2015,35.253132,-0.02131768,,,,,,,,,,,,,,,,,,,,
03-02-2015,35.526413,-0.007692333,,,,,,,,,,,,,,,,,,,,
04-02-2015,35.731369,-0.005736024,,,,,,,,,,,,,,,,,,,,
05-02-2015,36.252316,-0.014370034,,,,,,,,,,,,,,,,,,,,
06-02-2015,36.218151,0.000943312,,,,,,,,,,,,,,,,,,,,
09-02-2015,36.175457,0.001180192,,,,,,,,,,,,,,,,,,,,
10-02-2015,36.380413,-0.005633691,,,,,,,,,,,,,,,,,,,,
11-02-2015,36.192543,0.005190848,,,,,,,,,,,,,,,,,,,,
12-02-2015,36.798878,-0.016476997,,,,,,,,,,,,,,,,,,,,
13-02-2015,37.464993,-0.017779664,,,,,,,,,,,,,,,,,,,,
17-02-2015,37.482197,-0.000458991,,,,,,,,,,,,,,,,,,,,
18-02-2015,37.439182,0.00114893,,,,,,,,,,,,,,,,,,,,
19-02-2015,37.413391,0.000689352,,,,,,,,,,,,,,,,,,,,
20-02-2015,37.723019,-0.008207933,,,,,,,,,,,,,,,,,,,,
23-02-2015,37.972431,-0.006568239,,,,,,,,,,,,,,,,,,,,
24-02-2015,37.920834,0.00136065,,,,,,,,,,,,,,,,,,,,
25-02-2015,37.834835,0.002273011,,,,,,,,,,,,,,,,,,,,
26-02-2015,37.895035,-0.001588599,,,,,,,,,,,,,,,,,,,,
27-02-2015,37.714409,0.00478931,,,,,,,,,,,,,,,,,,,,
02-03-2015,37.740227,-0.000684098,,,,,,,,,,,,,,,,,,,,
03-03-2015,37.224163,0.013863683,,,,,,,,,,,,,,,,,,,,
04-03-2015,37.034962,0.005108713,,,,,,,,,,,,,,,,,,,,
05-03-2015,37.077965,-0.001159799,,,,,,,,,,,,,,,,,,,,
06-03-2015,36.432903,0.017705479,,,,,,,,,,,,,,,,,,,,
09-03-2015,36.854336,-0.0114351,,,,,,,,,,,,,,,,,,,,
10-03-2015,36.149086,0.019509484,,,,,,,,,,,,,,,,,,,,
11-03-2015,36.106068,0.001191434,,,,,,,,,,,,,,,,,,,,
12-03-2015,35.280396,0.023403139,,,,,,,,,,,,,,,,,,,,
13-03-2015,35.590019,-0.008699714,,,,,,,,,,,,,,,,,,,,
16-03-2015,35.744846,-0.00433145,,,,,,,,,,,,,,,,,,,,
17-03-2015,35.865242,-0.003356899,,,,,,,,,,,,,,,,,,,,
18-03-2015,36.553326,-0.018824115,,,,,,,,,,,,,,,,,,,,
19-03-2015,36.372692,0.004966198,,,,,,,,,,,,,,,,,,,,
20-03-2015,36.880146,-0.013759544,,,,,,,,,,,,,,,,,,,,
23-03-2015,36.862934,0.000466919,,,,,,,,,,,,,,,,,,,,
24-03-2015,36.897343,-0.00093256,,,,,,,,,,,,,,,,,,,,
25-03-2015,35.658829,0.034732324,,,,,,,,,,,,,,,,,,,,
26-03-2015,35.443813,0.00606639,,,,,,,,,,,,,,,,,,,,
27-03-2015,35.237381,0.005858324,,,,,,,,,,,,,,,,,,,,
30-03-2015,35.228783,0.000244062,,,,,,,,,,,,,,,,,,,,
31-03-2015,34.970768,0.007378019,,,,,,,,,,,,,,,,,,,,
01-04-2015,35.022381,-0.001473715,,,,,,,,,,,,,,,,,,,,
02-04-2015,34.652534,0.010673015,,,,,,,,,,,,,,,,,,,,
06-04-2015,35.736244,-0.030325235,,,,,,,,,,,,,,,,,,,,
07-04-2015,35.719032,0.000481872,,,,,,,,,,,,,,,,,,,,
08-04-2015,35.624435,0.002655396,,,,,,,,,,,,,,,,,,,,
09-04-2015,35.676025,-0.001446069,,,,,,,,,,,,,,,,,,,,
10-04-2015,35.882465,-0.005753228,,,,,,,,,,,,,,,,,,,,
13-04-2015,35.916843,-0.000957155,,,,,,,,,,,,,,,,,,,,
14-04-2015,35.822239,0.002640929,,,,,,,,,,,,,,,,,,,,
15-04-2015,36.346893,-0.014434631,,,,,,,,,,,,,,,,,,,,
16-04-2015,36.260887,0.002371867,,,,,,,,,,,,,,,,,,,,
17-04-2015,35.796436,0.012974783,,,,,,,,,,,,,,,,,,,,
20-04-2015,36.905945,-0.030063151,,,,,,,,,,,,,,,,,,,,
21-04-2015,36.673721,0.006332164,,,,,,,,,,,,,,,,,,,,
22-04-2015,36.974758,-0.00814169,,,,,,,,,,,,,,,,,,,,
23-04-2015,37.275772,-0.008075326,,,,,,,,,,,,,,,,,,,,
24-04-2015,41.171932,-0.094631459,,,,,,,,,,,,,,,,,,,,
27-04-2015,41.309544,-0.00333124,,,,,,,,,,,,,,,,,,,,
28-04-2015,42.281437,-0.022986281,,,,,,,,,,,,,,,,,,,,
29-04-2015,42.195427,0.002038373,,,,,,,,,,,,,,,,,,,,
30-04-2015,41.834194,0.008634874,,,,,,,,,,,,,,,,,,,,
01-05-2015,41.851391,-0.000410906,,,,,,,,,,,,,,,,,,,,
04-05-2015,41.490158,0.008706474,,,,,,,,,,,,,,,,,,,,
05-05-2015,40.939709,0.013445357,,,,,,,,,,,,,,,,,,,,
06-05-2015,39.804409,0.028521966,,,,,,,,,,,,,,,,,,,,
07-05-2015,40.165646,-0.008993681,,,,,,,,,,,,,,,,,,,,
08-05-2015,41.068726,-0.021989482,,,,,,,,,,,,,,,,,,,,
11-05-2015,40.74189,0.008022112,,,,,,,,,,,,,,,,,,,,
12-05-2015,40.724689,0.000422373,,,,,,,,,,,,,,,,,,,,
13-05-2015,40.965527,-0.005879041,,,,,,,,,,,,,,,,,,,,
14-05-2015,41.903004,-0.022372549,,,,,,,,,,,,,,,,,,,,
15-05-2015,41.541763,0.008695851,,,,,,,,,,,,,,,,,,,,
18-05-2015,41.292328,0.006040711,,,,,,,,,,,,,,,,,,,,
19-05-2015,41.188461,0.00252175,,,,,,,,,,,,,,,,,,,,
20-05-2015,41.188461,0,,,,,,,,,,,,,,,,,,,,
21-05-2015,41.049934,0.003374597,,,,,,,,,,,,,,,,,,,,
22-05-2015,40.599812,0.0110868,,,,,,,,,,,,,,,,,,,,
26-05-2015,40.331444,0.006654064,,,,,,,,,,,,,,,,,,,,
27-05-2015,41.214436,-0.021424338,,,,,,,,,,,,,,,,,,,,
28-05-2015,41.075912,0.00337239,,,,,,,,,,,,,,,,,,,,
29-05-2015,40.565163,0.012590828,,,,,,,,,,,,,,,,,,,,
01-06-2015,40.885475,-0.007834371,,,,,,,,,,,,,,,,,,,,
02-06-2015,40.617123,0.006606869,,,,,,,,,,,,,,,,,,,,
03-06-2015,40.556526,0.001494137,,,,,,,,,,,,,,,,,,,,
04-06-2015,40.132351,0.010569403,,,,,,,,,,,,,,,,,,,,
05-06-2015,39.941898,0.004768251,,,,,,,,,,,,,,,,,,,,
08-06-2015,39.586979,0.008965549,,,,,,,,,,,,,,,,,,,,
09-06-2015,39.517735,0.001752226,,,,,,,,,,,,,,,,,,,,
10-06-2015,40.348755,-0.020595927,,,,,,,,,,,,,,,,,,,,
11-06-2015,40.201595,0.003660551,,,,,,,,,,,,,,,,,,,,
12-06-2015,39.794735,0.010223966,,,,,,,,,,,,,,,,,,,,
15-06-2015,39.370556,0.010774016,,,,,,,,,,,,,,,,,,,,
16-06-2015,39.673542,-0.007636979,,,,,,,,,,,,,,,,,,,,
17-06-2015,39.794735,-0.003045453,,,,,,,,,,,,,,,,,,,,
18-06-2015,40.443989,-0.016053164,,,,,,,,,,,,,,,,,,,,
19-06-2015,39.90728,0.0134489,,,,,,,,,,,,,,,,,,,,
22-06-2015,40.019814,-0.002811957,,,,,,,,,,,,,,,,,,,,
23-06-2015,39.742794,0.00697032,,,,,,,,,,,,,,,,,,,,
24-06-2015,39.509068,0.005915756,,,,,,,,,,,,,,,,,,,,
25-06-2015,39.517735,-0.000219319,,,,,,,,,,,,,,,,,,,,
26-06-2015,39.180107,0.008617332,,,,,,,,,,,,,,,,,,,,
29-06-2015,38.409657,0.020058758,,,,,,,,,,,,,,,,,,,,
30-06-2015,38.219208,0.00498307,,,,,,,,,,,,,,,,,,,,
01-07-2015,38.478912,-0.006749255,,,,,,,,,,,,,,,,,,,,
